McsIndex,SnrDb,EffectiveSinrDb,MeasuredBler,TotalBlocks,FailedBlocks,SuccessfulBlocks,CiLow95,CiHigh95,EesmBeta,Mapping
0,4,0.310254114104973,1,112,112,0,0.966837474620516,1,1.5,eesm
0,6,1.76116239003343,1,112,112,0,0.966837474620516,1,1.5,eesm
0,8,3.01819146301313,0.8125,128,104,24,0.736149272773117,0.870639479790566,1.5,eesm
0,10,4.2155086405475,0.260416666666667,384,100,284,0.219047932886438,0.306531582049557,1.5,eesm
0,12,5.26693450884805,0.04,2000,80,1920,0.0322566194460063,0.0495071287464656,1.5,eesm
0,14,6.22889544867246,0.0025,2000,5,1995,0.00106829296910572,0.00583923904340465,1.5,eesm
0,16,7.09727203189943,0,2000,0,2000,0,0.00191711760051293,1.5,eesm
1,6,1.72433137213221,1,112,112,0,0.966837474620516,1,1.6,eesm
1,8,3.10754217946737,1,112,112,0,0.966837474620516,1,1.6,eesm
1,10,4.24579927869242,0.946428571428571,112,106,6,0.888028346415613,0.975219398781277,1.6,eesm
1,12,5.30639393530471,0.64375,160,103,57,0.566972346597215,0.713786630365901,1.6,eesm
1,14,6.23651709371297,0.297619047619048,336,100,236,0.25124198052168,0.348571579678131,1.6,eesm
1,16,7.14763721961384,0.0529661016949153,1888,100,1788,0.0437406905164638,0.0640070194398031,1.6,eesm
1,18,7.92910691172607,0.0085,2000,17,1983,0.00531372264014279,0.0135708039611614,1.6,eesm
1,20,8.59298825886854,0.001,2000,2,1998,0.000274273176083379,0.00363901018922853,1.6,eesm
1,22,9.18608762945844,0,2000,0,2000,0,0.00191711760051293,1.6,eesm
2,8,3.12178808730187,1,112,112,0,0.966837474620516,1,1.7,eesm
2,10,4.21657134147509,1,112,112,0,0.966837474620516,1,1.7,eesm
2,12,5.31474946071839,0.973214285714286,112,109,3,0.924193264073401,0.990849345835301,1.7,eesm
2,14,6.25263948598933,0.8046875,128,103,25,0.727557725136866,0.864061308612724,1.7,eesm
2,16,7.2568782992832,0.315625,320,101,219,0.267144891951815,0.368479437967504,1.7,eesm
2,18,7.95814440129268,0.107758620689655,928,100,828,0.0894009820491045,0.129350359380598,1.7,eesm
2,20,8.67849872261511,0.024,2000,48,1952,0.0181494638820871,0.0316756320736012,1.7,eesm
2,22,9.28737420942402,0.0075,2000,15,1985,0.00455033645617224,0.012338024380333,1.7,eesm
2,24,9.80882016531757,0.0035,2000,7,1993,0.00169641004556232,0.00720728773174702,1.7,eesm
3,12,5.64196444528471,1,112,112,0,0.966837474620516,1,4.5,eesm
3,14,6.84963607627326,1,112,112,0,0.966837474620516,1,4.5,eesm
3,16,7.84091875947176,0.991071428571429,112,111,1,0.951150333804964,0.998422185911615,4.5,eesm
3,18,8.7885721932197,0.84375,128,108,20,0.7709503846481,0.896517243171951,4.5,eesm
3,20,9.75127761147024,0.526041666666667,192,101,91,0.455595715102246,0.59546595923048,4.5,eesm
3,22,10.5494234876013,0.203629032258065,496,101,395,0.170529952266955,0.241283710301346,4.5,eesm
3,24,11.2940266226012,0.05,2000,100,1900,0.0412810881109756,0.0604443177294861,4.5,eesm
3,26,11.9330834320269,0.017,2000,34,1966,0.0121906065577825,0.023661329044313,4.5,eesm
3,28,12.5633085013827,0.001,2000,2,1998,0.000274273176083379,0.00363901018922853,4.5,eesm
4,14,6.86808923508546,1,112,112,0,0.966837474620516,1,5.5,eesm
4,16,8.0216918291417,1,112,112,0,0.966837474620516,1,5.5,eesm
4,18,8.9662161632187,1,112,112,0,0.966837474620516,1,5.5,eesm
4,20,9.91674380645883,1,112,112,0,0.966837474620516,1,5.5,eesm
4,22,10.8095642918489,0.964285714285714,112,108,4,0.911752041299021,0.986025613705745,5.5,eesm
4,24,11.5494019763157,0.743055555555556,144,107,37,0.666022357753952,0.807457366491457,5.5,eesm
4,26,12.2407996674784,0.459821428571429,224,103,121,0.395780642484348,0.525217103317999,5.5,eesm
4,28,13.0295152674365,0.1953125,512,100,412,0.163294569621922,0.231868596745428,5.5,eesm
4,30,13.4334033285229,0.0822368421052632,1216,100,1116,0.0680793463235324,0.0990256286174764,5.5,eesm
5,16,8.00291263199249,1,112,112,0,0.966837474620516,1,6.5,eesm
5,18,9.25604576558392,1,112,112,0,0.966837474620516,1,6.5,eesm
5,20,10.0706407538818,1,112,112,0,0.966837474620516,1,6.5,eesm
5,22,11.0858855729851,1,112,112,0,0.966837474620516,1,6.5,eesm
5,24,11.7953708794875,0.973214285714286,112,109,3,0.924193264073401,0.990849345835301,6.5,eesm
5,26,12.6699539294694,0.828125,128,106,22,0.753458504280207,0.883669685911659,6.5,eesm
5,28,13.2650355918404,0.613636363636364,176,108,68,0.54000288272234,0.682415067295898,6.5,eesm
5,30,13.7682603978864,0.455357142857143,224,102,122,0.391440141331548,0.520779576226616,6.5,eesm
6,20,10.2635103393001,1,112,112,0,0.966837474620516,1,12,eesm
6,22,11.4461636364186,1,112,112,0,0.966837474620516,1,12,eesm
6,24,12.2888313537671,1,112,112,0,0.966837474620516,1,12,eesm
6,26,13.2623086459439,0.955357142857143,112,107,5,0.89972967462653,0.980783025474297,12,eesm
6,28,14.2074824568431,0.8046875,128,103,25,0.727557725136866,0.864061308612724,12,eesm
6,30,14.9556110293606,0.520833333333333,192,100,92,0.450455988283115,0.590393351183066,12,eesm
7,22,11.686728628816,1,112,112,0,0.966837474620516,1,16,eesm
7,24,12.844658066169,1,112,112,0,0.966837474620516,1,16,eesm
7,26,13.8175519594364,1,112,112,0,0.966837474620516,1,16,eesm
7,28,14.7533359731266,1,112,112,0,0.966837474620516,1,16,eesm
7,30,15.7252730603473,0.991071428571429,112,111,1,0.951150333804964,0.998422185911615,16,eesm
8,24,12.8682818543334,1,112,112,0,0.966837474620516,1,20,eesm
8,26,13.8479800406399,1,112,112,0,0.966837474620516,1,20,eesm
8,28,14.826476967414,1,112,112,0,0.966837474620516,1,20,eesm
8,30,15.7476936484657,1,112,112,0,0.966837474620516,1,20,eesm
